	107-A2	107-A3	117-A1	117-A2	117-A3	120-A1	120-A2	120-A3	124-A1	124-A2
stroma_mask	2.237352804336702e-08	2.066007296454732e-08	1.0664351594851457e-08	5.769346115751794e-09	5.348502260996715e-09	2.8016378182878797e-09	7.027280337838349e-09	7.508246422088921e-09	1.7963816005726845e-08	1.6968314367248827e-08
